DATE,"Employment rate, aged 25-54",,,,,,
2/1/08,79.6679341,0,0,0,0,0,0
3/1/08,79.61807994,0,0,0,0,0,0
4/1/08,79.59513616,0,0,0,0,0,0
5/1/08,79.436139,0,0,0,0,0,0
6/1/08,79.34192502,0,0,0,0,0,0
7/1/08,79.20681297,0,0,0,0,0,0
8/1/08,78.88273558,0,0,0,0,0,0
9/1/08,78.81754748,0,0,0,0,0,0
10/1/08,78.57494491,0,0,0,0,0,0
11/1/08,78.20400262,0,0,0,0,0,0
12/1/08,77.64547491,0,0,0,0,0,0
1/1/09,77.06845021,0,0,0,0,0,0
2/1/09,76.6935554,0,0,0,0,0,0
3/1/09,76.26316674,0,0,0,0,0,0
4/1/09,76.13703479,0,0,0,0,0,0
5/1/09,75.74579432,0,0,0,0,0,0
6/1/09,75.7550741,0,0,0,0,0,0
7/1/09,75.76461856,0,0,0,0,0,0
8/1/09,75.52151151,0,0,0,0,0,0
9/1/09,75.05358542,0,0,0,0,0,0
10/1/09,75.02282834,0,0,0,0,0,0
11/1/09,75.17714308,0,0,0,0,0,0
12/1/09,74.8590817,0,0,0,0,0,0
1/1/10,75.27695232,0,0,0,0,0,0
2/1/10,75.17655453,0,0,0,0,0,0
3/1/10,75.12938389,0,0,0,0,0,0
4/1/10,75.30812783,0,0,0,0,0,0
5/1/10,75.02467252,0,0,0,0,0,0
6/1/10,75.12403801,0,0,0,0,0,0
7/1/10,75.08988762,0,0,0,0,0,0
8/1/10,75.05391164,0,0,0,0,0,0
9/1/10,75.06372557,0,0,0,0,0,0
10/1/10,75.06771271,0,0,0,0,0,0
11/1/10,74.80038599,0,0,0,0,0,0
12/1/10,75.09918808,0,0,0,0,0,0
1/1/11,75.19659153,0,0,0,0,0,0
2/1/11,75.11391111,0,0,0,0,0,0
3/1/11,75.21117363,0,0,0,0,0,0
4/1/11,74.99268495,0,0,0,0,0,0
5/1/11,75.14957824,0,0,0,0,0,0
6/1/11,74.90218953,0,0,0,0,0,0
7/1/11,75.07829501,0,0,0,0,0,0
8/1/11,75.09294927,0,0,0,0,0,0
9/1/11,74.98103452,0,0,0,0,0,0
10/1/11,74.99404657,0,0,0,0,0,0
11/1/11,75.26217467,0,0,0,0,0,0
12/1/11,75.44745306,0,0,0,0,0,0
1/1/12,75.51455494,0,0,0,0,0,0
2/1/12,75.48930871,0,0,0,0,0,0
3/1/12,75.61560455,0,0,0,0,0,0
4/1/12,75.61430806,0,0,0,0,0,0
5/1/12,75.72414072,0,0,0,0,0,0
6/1/12,75.60552608,0,0,0,0,0,0
7/1/12,75.70653331,0,0,0,0,0,0
8/1/12,75.75839372,0,0,0,0,0,0
9/1/12,76.02268281,0,0,0,0,0,0
10/1/12,76.14286095,0,0,0,0,0,0
11/1/12,75.7708441,0,0,0,0,0,0
12/1/12,75.92935501,0,0,0,0,0,0
1/1/13,75.58414426,0,0,0,0,0,0
2/1/13,75.7261868,0,0,0,0,0,0
3/1/13,75.70630844,0,0,0,0,0,0
4/1/13,75.81192416,0,0,0,0,0,0
5/1/13,76.08510888,0,0,0,0,0,0
6/1/13,75.89543501,0,0,0,0,0,0
7/1/13,76.11324764,0,0,0,0,0,0
8/1/13,76.01107776,0,0,0,0,0,0
9/1/13,76.03153445,0,0,0,0,0,0
10/1/13,75.62770319,0,0,0,0,0,0
11/1/13,75.98783696,0,0,0,0,0,0
12/1/13,76.11944673,0,0,0,0,0,0
1/1/14,76.36767527,0,0,0,0,0,0
2/1/14,76.37263085,0,0,0,0,0,0
3/1/14,76.47336567,0,0,0,0,0,0
4/1/14,76.44501963,0,0,0,0,0,0
5/1/14,76.50175718,0,0,0,0,0,0
6/1/14,76.82834486,0,0,0,0,0,0
7/1/14,76.75045833,0,0,0,0,0,0
8/1/14,76.9061538,0,0,0,0,0,0
9/1/14,76.89075031,0,0,0,0,0,0
10/1/14,76.95084744,0,0,0,0,0,0
11/1/14,76.90943348,0,0,0,0,0,0
12/1/14,77.03675812,0,0,0,0,0,0
1/1/15,77.0656799,0,0,0,0,0,0
2/1/15,77.12702638,0,0,0,0,0,0
3/1/15,77.08331978,0,0,0,0,0,0
4/1/15,77.20294504,0,0,0,0,0,0
5/1/15,77.28394219,0,0,0,0,0,0
6/1/15,77.32431087,0,0,0,0,0,0
7/1/15,77.1706932,0,0,0,0,0,0
8/1/15,77.34028725,0,0,0,0,0,0
9/1/15,77.31400622,0,0,0,0,0,0
10/1/15,77.23238027,0,0,0,0,0,0
11/1/15,77.39132133,0,0,0,0,0,0
12/1/15,77.3978658,0,0,0,0,0,0
1/1/16,77.6596855,0,0,0,0,0,0
2/1/16,77.74189215,0,0,0,0,0,0
3/1/16,77.92134996,0,0,0,0,0,0
4/1/16,77.75125885,0,0,0,0,0,0
5/1/16,77.89111396,0,0,0,0,0,0
6/1/16,77.84994278,0,0,0,0,0,0
7/1/16,77.98016941,0,0,0,0,0,0
8/1/16,77.92267569,0,0,0,0,0,0
9/1/16,78.02878675,0,0,0,0,0,0
10/1/16,78.14526891,0,0,0,0,0,0
11/1/16,78.08728335,0,0,0,0,0,0
12/1/16,78.10858423,0,0,0,0,0,0
1/1/17,78.14348547,0,0,0,0,0,0
2/1/17,78.2830144,0,0,0,0,0,0
3/1/17,78.47304449,0,0,0,0,0,0
4/1/17,78.60090708,0,0,0,0,0,0
5/1/17,78.46124582,0,0,0,0,0,0
6/1/17,78.54174951,0,0,0,0,0,0
7/1/17,78.67259146,0,0,0,0,0,0
8/1/17,78.46869586,0,0,0,0,0,0
9/1/17,78.98638451,0,0,0,0,0,0
10/1/17,78.8376473,0,0,0,0,0,0
11/1/17,79.02109464,0,0,0,0,0,0
12/1/17,79.06026351,0,0,0,0,0,0
1/1/18,78.87206808,0,0,0,0,0,0
2/1/18,79.22770835,0,0,0,0,0,0
3/1/18,79.22813144,0,0,0,0,0,0
4/1/18,79.1973573,0,0,0,0,0,0
5/1/18,79.29160657,0,0,0,0,0,0
6/1/18,79.27023174,0,0,0,0,0,0
7/1/18,79.49193442,0,0,0,0,0,0
8/1/18,79.34330993,0,0,0,0,0,0
9/1/18,79.43090476,0,0,0,0,0,0
10/1/18,79.7258484,0,0,0,0,0,0
11/1/18,79.71913705,0,0,0,0,0,0
12/1/18,79.64802021,0,0,0,0,0,0
1/1/19,79.73433096,0,0,0,0,0,0
2/1/19,79.8160261,0,0,0,0,0,0
3/1/19,79.85195797,0,0,0,0,0,0
4/1/19,79.78586851,0,0,0,0,0,0
5/1/19,79.71088077,0,0,0,0,0,0
6/1/19,79.62761701,0,0,0,0,0,0
7/1/19,79.46909389,0,0,0,0,0,0
8/1/19,80.01079945,0,0,0,0,0,0
9/1/19,80.25134977,0,0,0,0,0,0
10/1/19,80.38815822,0,0,0,0,0,0
11/1/19,80.44663504,0,0,0,0,0,0
12/1/19,80.48710605,0,0,0,0,0,0
1/1/20,80.50483516,0,0,0,0,0,0
2/1/20,80.44977189,0,0,0,0,0,0
3/1/20,79.62025552,0,0,0,0,0,0
4/1/20,69.66618913,0,0,0,0,0,0
5/1/20,71.293094,0,0,0,0,0,0
6/1/20,73.36662116,0,0,0,0,0,0
7/1/20,73.72672035,0,0,0,0,0,0
8/1/20,75.23232786,0,0,0,0,0,0
9/1/20,75.12381117,0,0,0,0,0,0
